ResourceID,Provider,ServiceCategory,Cost,UsageAmount,Anomaly_Score,Is_Zombie
vm-5705,Azure,Database,53.20036894311543,3.0663346246580443,-1,1
vm-5705,Azure,Networking,56.20718602495824,42.77050232035857,-1,1
vm-5713,Azure,Compute,53.782467077768715,62.21156819143167,-1,1
vm-5723,Azure,Machine Learning,54.87102572235503,19.93835293329081,-1,1
vm-5723,Azure,Networking,56.55939608733161,43.97455712227327,-1,1
vm-5735,Azure,Database,51.729404336651335,6.495620031910826,-1,1
vm-5745,Azure,Storage,58.25995248962756,5.659276434255774,-1,1
vm-5749,Azure,Database,54.50209825036238,32.42671604536241,-1,1
vm-5766,Azure,Machine Learning,52.721026611169286,35.00883812191857,-1,1
vm-5781,Azure,Storage,56.98022088037664,66.21585143726159,-1,1
vm-5782,Azure,Networking,54.78404503570309,2.128313132959284,-1,1
vm-5785,Azure,Storage,59.73053050087621,18.78134092614676,-1,1
vm-5788,Azure,Storage,58.73119305314969,26.69971974295517,-1,1
vm-5797,Azure,Networking,55.05262300918163,1.8264336330713689,-1,1
vm-5804,Azure,Compute,54.02001640601322,11.408526882895394,-1,1
vm-5815,Azure,Database,52.64246206664388,22.937207545470272,-1,1
vm-5819,Azure,Networking,54.34342784545032,9.175194960003086,-1,1
vm-5864,Azure,Machine Learning,54.1388554809942,24.68098023584931,-1,1
vm-5887,Azure,Storage,54.84869664455844,48.55057828421298,-1,1
vm-5889,Azure,Machine Learning,55.35609482089373,43.41079563186887,-1,1
vm-5893,Azure,Networking,54.88414396617831,57.703823860604395,-1,1
vm-5928,Azure,Machine Learning,54.89109576119009,57.556494276068584,-1,1
vm-5932,Azure,Compute,59.29786043872341,36.00077546207454,-1,1
vm-5959,Azure,Networking,58.40488124990353,58.04266807311231,-1,1
vm-5964,Azure,Database,53.23686387617133,38.848621313282,-1,1
vm-5976,Azure,Machine Learning,56.58697600806143,65.8836413357763,-1,1
vm-5986,Azure,Storage,57.3093195984072,61.53996841151082,-1,1
vm-6040,Azure,Database,59.32402082971123,32.8431636275667,-1,1
vm-6074,Azure,Compute,57.701431066723835,54.331287085899795,-1,1
vm-6078,Azure,Machine Learning,59.30616432900448,46.81048473966043,-1,1
vm-6079,Azure,Machine Learning,54.22425912938397,19.84782568669091,-1,1
vm-6104,Azure,Networking,54.798175090002125,60.58477697964935,-1,1
vm-6122,Azure,Storage,55.31972705328739,35.81629426939962,-1,1
vm-6142,Azure,Storage,59.88345734347688,40.79187466409957,-1,1
vm-6162,Azure,Machine Learning,59.20562060871942,36.07303791761994,-1,1
vm-6188,Azure,Machine Learning,56.0409406967384,13.959694479096392,-1,1
vm-6191,Azure,Compute,53.855716690843806,38.05218417595646,-1,1
vm-6200,Azure,Machine Learning,52.85796210247746,32.683406309564674,-1,1
vm-6207,Azure,Machine Learning,56.79186800914485,27.99570021263624,-1,1
vm-6209,Azure,Storage,54.860753016196085,58.58521307267445,-1,1
vm-6222,Azure,Storage,52.10743710065936,3.3553779202556364,-1,1
vm-6243,Azure,Database,54.73457042783622,31.271289012920676,-1,1
vm-6259,Azure,Storage,56.05486130165702,34.23931673384505,-1,1
vm-6274,Azure,Networking,57.77647771325652,45.767906933762966,-1,1
vm-6290,Azure,Machine Learning,55.45634004851315,48.48692360897095,-1,1
vm-6291,Azure,Machine Learning,52.78472169336142,61.763696698775234,-1,1
vm-6302,Azure,Database,54.150865347360586,30.685465474017963,-1,1
vm-6302,Azure,Machine Learning,57.98998332973321,42.15608689168872,-1,1
vm-6319,Azure,Machine Learning,52.846299458298134,33.21327546080583,-1,1
vm-6323,Azure,Compute,55.819375576313085,50.50310078231963,-1,1
vm-6328,Azure,Machine Learning,59.33360049305709,22.29255073298016,-1,1
vm-6328,Azure,Storage,52.10201914933039,12.59982386385159,-1,1
vm-6330,Azure,Compute,57.60311837043966,29.783766978537457,-1,1
vm-6371,Azure,Storage,59.50107908795214,34.52871158394831,-1,1
vm-6394,Azure,Compute,51.772207918273125,7.197199978714287,-1,1
vm-6397,Azure,Machine Learning,52.94032407113724,10.64652422873184,-1,1
vm-6410,Azure,Compute,54.05143684057664,3.0249835028313883,-1,1
vm-6421,Azure,Compute,53.01911317567616,17.0295167436671,-1,1
vm-6428,Azure,Networking,56.38837780499124,63.24639790431214,-1,1
vm-6435,Azure,Compute,56.62187385332078,63.528753290431474,-1,1
vm-6437,Azure,Networking,57.41340205165034,16.909031708213355,-1,1
vm-6444,Azure,Storage,57.039751862925215,14.28767746764798,-1,1
vm-6482,Azure,Machine Learning,51.60610192254036,9.340878767327295,-1,1
vm-6487,Azure,Machine Learning,58.6364698517774,49.61823037038658,-1,1
vm-6508,Azure,Database,54.82228414884363,51.894779363393376,-1,1
vm-6513,Azure,Compute,58.71102681522003,57.96494956273836,-1,1
vm-6519,Azure,Machine Learning,53.33609624495283,65.62567316369118,-1,1
vm-6528,Azure,Machine Learning,52.717974577735966,17.472994412739205,-1,1
vm-6548,Azure,Networking,59.78730822665675,5.798814102053403,-1,1
vm-6552,Azure,Networking,54.620980706512846,11.868001698813249,-1,1
vm-6567,Azure,Database,56.12121073039928,64.57875642372925,-1,1
vm-6587,Azure,Database,53.32689066064183,61.19712319246427,-1,1
vm-6599,Azure,Compute,54.95967787529674,48.90059523761357,-1,1
vm-6614,Azure,Database,54.73299492157997,9.51247029409389,-1,1
vm-6618,Azure,Networking,54.208653567536665,12.61494114250497,-1,1
vm-6642,Azure,Database,55.03263710450372,59.85663480301372,-1,1
vm-6645,Azure,Database,53.42534440602125,20.36821792654588,-1,1
vm-6667,Azure,Networking,54.3495411030237,9.359480107649974,-1,1
vm-6672,Azure,Compute,52.85241716038856,61.407544267431,-1,1
vm-6673,Azure,Compute,53.12622984736568,16.84189582205331,-1,1
vm-6682,Azure,Machine Learning,53.85023011211308,45.1700437752618,-1,1
vm-6713,Azure,Machine Learning,58.92419082973674,2.666496151013461,-1,1
vm-6714,Azure,Storage,51.98300866243916,8.046305139768503,-1,1
vm-6727,Azure,Compute,53.05304865109982,32.43614364183897,-1,1
vm-6730,Azure,Machine Learning,52.1516455183883,8.421676709896493,-1,1
vm-6746,Azure,Compute,59.60117808676046,50.798257378739,-1,1
vm-6752,Azure,Database,57.45246402493244,36.84091192746188,-1,1
vm-6759,Azure,Database,53.248670740951006,30.32472458573622,-1,1
vm-6759,Azure,Networking,59.9106462496011,62.84741072127361,-1,1
vm-6772,Azure,Database,59.29382959598175,12.195684090537387,-1,1
vm-6780,Azure,Compute,58.03103514657878,24.82266762812452,-1,1
vm-6833,Azure,Database,55.404151801257456,38.24179706371277,-1,1
vm-6835,Azure,Compute,58.98510128402046,55.757814938151284,-1,1
vm-6838,Azure,Networking,59.98646782528608,49.20527417872508,-1,1
vm-6847,Azure,Storage,55.017010920496816,32.10862851897858,-1,1
vm-6854,Azure,Storage,56.15896193060832,21.76438062999515,-1,1
vm-6882,Azure,Compute,56.80351685798601,8.91068075170184,-1,1
vm-6883,Azure,Networking,57.8937635686443,21.64415347192892,-1,1
vm-6894,Azure,Compute,54.52888856321018,20.58710274291396,-1,1
vm-6896,Azure,Networking,55.01784922869765,16.068377034121834,-1,1
vm-6920,Azure,Storage,51.81558356796047,13.099223992818558,-1,1
vm-6922,Azure,Compute,55.5871611869857,41.47173643822793,-1,1
vm-6928,Azure,Machine Learning,59.2169523612603,5.073130165348681,-1,1
vm-6964,Azure,Machine Learning,54.57374446395774,32.849280818149666,-1,1
vm-6968,Azure,Compute,55.49099300654731,23.77778279904724,-1,1
vm-6968,Azure,Database,52.15211356518287,6.78881771230985,-1,1
vm-6985,Azure,Machine Learning,57.16543972656909,12.059564641277005,-1,1
vm-7000,Azure,Networking,57.6812537724032,17.7534031114681,-1,1
vm-7005,Azure,Database,57.52723924668878,54.57787559379645,-1,1
vm-7014,Azure,Networking,57.9455954235368,33.553305799517496,-1,1
vm-7018,Azure,Database,59.70558715185325,31.626266393881124,-1,1
vm-7030,Azure,Storage,52.07236773307485,4.515775614598404,-1,1
vm-7032,Azure,Database,55.552549508129545,64.29199871753255,-1,1
vm-7045,Azure,Storage,55.6455522075328,49.79302519203137,-1,1
vm-7051,Azure,Compute,59.53511964938762,15.201211417441042,-1,1
vm-7077,Azure,Storage,59.00984306978502,2.584105735346797,-1,1
vm-7079,Azure,Machine Learning,59.16381171174765,56.77039156848894,-1,1
vm-7099,Azure,Database,53.34307346052456,61.08567558602478,-1,1
vm-7104,Azure,Networking,58.98822995599947,46.82236406809909,-1,1
vm-7121,Azure,Machine Learning,53.14286339957426,13.672510342050098,-1,1
vm-7140,Azure,Networking,57.745558550190864,66.58986221587986,-1,1
vm-7144,Azure,Database,56.223156857183575,31.10515445679804,-1,1
vm-7148,Azure,Networking,57.191502099847085,55.56372738595859,-1,1
vm-7181,Azure,Database,57.60047363189841,42.89317902240992,-1,1
vm-7182,Azure,Storage,55.36024591334477,58.12183213013521,-1,1
vm-7204,Azure,Machine Learning,59.9692920750112,7.787998855850368,-1,1
vm-7247,Azure,Compute,55.32638124748198,66.68488923251074,-1,1
vm-7268,Azure,Database,56.82408867850374,54.09948943373848,-1,1
vm-7285,Azure,Storage,53.248220786117415,19.75493051320153,-1,1
vm-7293,Azure,Machine Learning,52.055270254544595,14.744592226836158,-1,1
vm-7303,Azure,Machine Learning,57.48213674226829,14.099444575121774,-1,1
vm-7308,Azure,Database,54.9522156882427,64.24629160613358,-1,1
vm-7320,Azure,Machine Learning,53.97660345528353,9.63409154316796,-1,1
vm-7322,Azure,Storage,56.49680903528109,49.733286101255665,-1,1
vm-7326,Azure,Compute,57.52611394604927,8.642354991780907,-1,1
vm-7344,Azure,Database,55.6443271647295,27.05039924860847,-1,1
vm-7348,Azure,Machine Learning,57.170378713177,50.05491433639651,-1,1
vm-7354,Azure,Machine Learning,58.10466523845368,42.77332898933374,-1,1
vm-7359,Azure,Database,53.677704342373865,62.02163513727362,-1,1
vm-7380,Azure,Storage,54.768911245276215,37.771050800679255,-1,1
vm-7399,Azure,Networking,55.30465986821346,46.046631421336336,-1,1
vm-7420,Azure,Machine Learning,53.79548916935848,12.720483767421497,-1,1
vm-7450,Azure,Storage,55.02081032079959,24.61365224182681,-1,1
vm-7455,Azure,Machine Learning,56.45487895553062,12.11560627754142,-1,1
vm-7456,Azure,Machine Learning,54.38831981308082,46.15110186587262,-1,1
vm-7461,Azure,Machine Learning,55.5830862024162,55.94468121460772,-1,1
vm-7472,Azure,Database,54.91864611013856,59.22816442141948,-1,1
vm-7499,Azure,Machine Learning,59.09643787011506,66.78597768606805,-1,1
vm-7528,Azure,Database,56.0080098249388,19.903573106407464,-1,1
vm-7550,Azure,Compute,54.30135152175163,24.788020947035307,-1,1
vm-7551,Azure,Storage,55.00281821219016,62.51329928681047,-1,1
vm-7561,Azure,Compute,54.79159407105358,63.10275920771724,-1,1
vm-7561,Azure,Networking,56.00748518682557,8.81644598866891,-1,1
vm-7567,Azure,Networking,52.24097480076262,8.55774670162323,-1,1
vm-7583,Azure,Database,54.32921631515193,44.3616276151903,-1,1
vm-7597,Azure,Database,55.51554620315518,55.48993753866078,-1,1
vm-7615,Azure,Database,53.69024511501044,21.668292290038362,-1,1
vm-7622,Azure,Networking,58.34791490649004,50.83499488639887,-1,1
vm-7645,Azure,Compute,54.94967940124503,5.940464834307474,-1,1
vm-7650,Azure,Storage,56.64806767604691,37.07352820882288,-1,1
vm-7651,Azure,Database,53.73447942595209,14.496872629373776,-1,1
vm-7657,Azure,Compute,55.65252061113413,17.81507158539732,-1,1
vm-7662,Azure,Storage,58.23724492217614,47.09912899646284,-1,1
vm-7666,Azure,Storage,58.78189045026356,46.91373310972791,-1,1
vm-7673,Azure,Compute,58.185447950130026,36.3209968305562,-1,1
vm-7687,Azure,Machine Learning,56.87085288550099,41.33044002618846,-1,1
vm-7705,Azure,Storage,56.83054231666205,64.63191224054057,-1,1
vm-7736,Azure,Storage,55.61318440355027,34.779021268458735,-1,1
vm-7757,Azure,Database,55.42819855139485,14.2797845044511,-1,1
vm-7776,Azure,Compute,54.92423913112401,13.842114277681024,-1,1
vm-7789,Azure,Machine Learning,53.56513656763974,24.68555785348958,-1,1
vm-7796,Azure,Machine Learning,59.00789372692044,41.24389224729723,-1,1
vm-7882,Azure,Database,57.13028720641019,7.46027985301132,-1,1
vm-7882,Azure,Storage,55.507810321228526,29.62223555697488,-1,1
vm-7885,Azure,Storage,58.63077447449208,65.94277730236779,-1,1
vm-7887,Azure,Storage,53.06254705421227,23.086117500079858,-1,1
vm-7898,Azure,Database,57.58806500640269,20.465632365469077,-1,1
vm-7899,Azure,Database,53.23320587911876,65.37804806370498,-1,1
vm-7907,Azure,Machine Learning,54.01260549463609,9.182209593279694,-1,1
vm-7928,Azure,Storage,53.12740378913197,24.18824502309285,-1,1
vm-7946,Azure,Compute,54.58928706276332,29.96919391149144,-1,1
vm-8005,Azure,Compute,51.2378116985999,5.403687821038813,-1,1
vm-8006,Azure,Database,57.63909978005852,13.313670748583036,-1,1
vm-8007,Azure,Networking,55.513474816515775,43.89176255721227,-1,1
vm-8039,Azure,Database,54.04995705419696,24.612331378833083,-1,1
vm-8062,Azure,Database,53.28373915563006,26.512506817215574,-1,1
vm-8073,Azure,Machine Learning,58.58603094281024,20.71834084747133,-1,1
vm-8082,Azure,Machine Learning,54.160525384363744,31.838302286026288,-1,1
vm-8166,Azure,Networking,54.66749392986371,18.72270716834037,-1,1
vm-8170,Azure,Database,56.72400860510383,38.38078313976816,-1,1
vm-8204,Azure,Machine Learning,53.05249536418858,20.63853862693078,-1,1
vm-8213,Azure,Machine Learning,56.285566964604136,55.0759009635997,-1,1
vm-8217,Azure,Machine Learning,54.29467647779911,47.12120427829554,-1,1
vm-8220,Azure,Networking,58.06940913359549,26.557823123007587,-1,1
vm-8236,Azure,Database,58.60331014622197,33.311829260284014,-1,1
vm-8236,Azure,Networking,55.84547609137578,6.842440320716758,-1,1
vm-8243,Azure,Database,55.0556873043804,57.28926650851853,-1,1
vm-8246,Azure,Storage,57.810689085339305,64.03008695941097,-1,1
vm-8250,Azure,Storage,56.93592297788729,25.590133346301567,-1,1
vm-8255,Azure,Database,51.74874578973321,8.050457544145186,-1,1
vm-8273,Azure,Compute,53.94072851892577,35.46799943742914,-1,1
vm-8289,Azure,Storage,56.59271800900231,60.73054199858221,-1,1
vm-8302,Azure,Database,57.9978952953606,3.4380844589892225,-1,1
vm-8325,Azure,Storage,55.09237469232088,3.491725262501453,-1,1
vm-8330,Azure,Compute,57.771946940505956,50.44037668434547,-1,1
vm-8333,Azure,Machine Learning,57.91064839103405,55.08881893396264,-1,1
vm-8344,Azure,Database,54.119318104995685,34.82139738527139,-1,1
vm-8363,Azure,Storage,56.173263812840105,60.28594181219251,-1,1
vm-8385,Azure,Machine Learning,58.58464850119449,46.60770909874924,-1,1
vm-8387,Azure,Compute,55.13759600761101,16.17065742945536,-1,1
vm-8392,Azure,Storage,59.05668855388821,60.0784421804999,-1,1
vm-8416,Azure,Machine Learning,58.6059549037734,4.4707141452527726,-1,1
vm-8420,Azure,Machine Learning,54.72055214381092,6.962026052383491,-1,1
vm-8429,Azure,Compute,57.41440744591009,8.001333311946599,-1,1
vm-8435,Azure,Database,58.974610535502926,29.04897643518342,-1,1
vm-8467,Azure,Machine Learning,55.64876355636088,63.00229116512028,-1,1
vm-8468,Azure,Machine Learning,53.54633334137986,38.17551169943431,-1,1
vm-8480,Azure,Database,55.15955624206718,43.24200444369303,-1,1
vm-8488,Azure,Machine Learning,57.619484737899135,16.32773143326049,-1,1
vm-8490,Azure,Machine Learning,57.82020155511084,9.556890004800294,-1,1
vm-8491,Azure,Storage,54.605952322783246,40.98662750043177,-1,1
vm-8495,Azure,Networking,56.63012535586395,37.49744462185466,-1,1
vm-8496,Azure,Database,55.07198551137469,57.10442483116508,-1,1
vm-8499,Azure,Compute,55.07111082931885,7.196433082760525,-1,1
vm-8504,Azure,Networking,56.12443593517729,13.252786536156291,-1,1
vm-8523,Azure,Compute,55.571150415035,37.871894336515446,-1,1
vm-8524,Azure,Storage,53.55680076221416,28.72455693574056,-1,1
vm-8544,Azure,Networking,55.89258646781741,37.26885262895318,-1,1
vm-8548,Azure,Compute,57.66797073414182,36.12311770185385,-1,1
vm-8549,Azure,Database,57.36576526006994,66.68075800595446,-1,1
vm-8551,Azure,Networking,56.89624378451454,42.039171234253175,-1,1
vm-8555,Azure,Database,55.87662570738181,64.85609133251995,-1,1
vm-8561,Azure,Networking,59.71652111046298,28.589334928800017,-1,1
vm-8605,Azure,Compute,58.07971516354767,24.64517258636517,-1,1
vm-8605,Azure,Networking,54.68396528844914,39.1217654209194,-1,1
vm-8609,Azure,Storage,53.40249621011424,22.560187573707218,-1,1
vm-8611,Azure,Storage,53.755350597209116,62.28562346736512,-1,1
vm-8681,Azure,Compute,55.68383067459974,58.9058341184704,-1,1
vm-8725,Azure,Storage,58.482455764207074,49.76805017475319,-1,1
vm-8731,Azure,Networking,59.93996306441021,65.75286301198676,-1,1
vm-8732,Azure,Compute,53.95727813377077,43.81311558158562,-1,1
vm-8737,Azure,Machine Learning,59.05118839653534,51.311394037532885,-1,1
vm-8743,Azure,Storage,54.3550780666863,52.68931073054844,-1,1
vm-8752,Azure,Storage,54.28865176443011,23.225609982577833,-1,1
vm-8761,Azure,Machine Learning,55.1447918358825,65.84441660744325,-1,1
vm-8783,Azure,Machine Learning,56.07207542350176,47.5025431354139,-1,1
vm-8814,Azure,Machine Learning,53.46680820188122,19.126622930655785,-1,1
vm-8843,Azure,Compute,58.012691391653,38.00905802874506,-1,1
vm-8861,Azure,Storage,57.39132232072416,20.938376607142125,-1,1
vm-8863,Azure,Compute,54.448619607102636,30.61387086361967,-1,1
vm-8866,Azure,Database,52.62735615898342,27.24104797753575,-1,1
vm-8869,Azure,Storage,54.24914670820045,61.447307845820426,-1,1
vm-8875,Azure,Storage,55.52775473899629,47.42141891797408,-1,1
vm-8882,Azure,Networking,53.55393429598691,11.851934909706037,-1,1
vm-8891,Azure,Networking,54.19851030519756,4.513651562875064,-1,1
vm-8920,Azure,Machine Learning,56.99051118845191,45.287085616726806,-1,1
vm-8932,Azure,Database,53.12279968913041,61.417374662262255,-1,1
vm-8945,Azure,Machine Learning,59.90135408006923,23.469267395681843,-1,1
vm-8969,Azure,Networking,54.32879650231788,66.03529844143046,-1,1
vm-8996,Azure,Database,54.27010297828253,19.63497181163404,-1,1
vm-9011,Azure,Machine Learning,59.459894280484136,38.45897837038909,-1,1
vm-9017,Azure,Storage,55.70185871403688,36.943636598254265,-1,1
vm-9019,Azure,Storage,52.55205473595299,15.760979989678589,-1,1
vm-9026,Azure,Database,54.29369265506535,66.8808105934477,-1,1
vm-9032,Azure,Machine Learning,57.94158532939333,20.43899635536532,-1,1
vm-9034,Azure,Machine Learning,58.18075226138455,66.7037266814976,-1,1
vm-9066,Azure,Compute,56.09697904380644,8.7025366834628,-1,1
vm-9077,Azure,Machine Learning,54.31315101157505,39.118384984247356,-1,1
vm-9081,Azure,Machine Learning,56.56001900009133,22.354320583501504,-1,1
vm-9088,Azure,Database,54.72626074608379,29.583407495223167,-1,1
vm-9091,Azure,Networking,55.10387317162232,30.9196242626594,-1,1
vm-9093,Azure,Database,56.10306438881946,52.68883184800714,-1,1
vm-9107,Azure,Storage,58.06040822711429,41.6865341407823,-1,1
vm-9120,Azure,Networking,53.902458196757436,28.629845028802244,-1,1
vm-9137,Azure,Database,54.198375325613654,65.95304297138242,-1,1
vm-9147,Azure,Storage,53.82511256311588,62.90449039496002,-1,1
vm-9152,Azure,Database,59.321171155895314,35.20510390225927,-1,1
vm-9170,Azure,Storage,54.9765945432244,28.03618552556198,-1,1
vm-9180,Azure,Database,53.93759939556332,60.16672004033615,-1,1
vm-9195,Azure,Compute,57.69880277143999,66.99826093796264,-1,1
vm-9218,Azure,Storage,55.44812393124269,53.63013320604343,-1,1
vm-9243,Azure,Storage,57.62056924294479,64.87641037992799,-1,1
vm-9260,Azure,Machine Learning,55.51239806217322,30.53349217696883,-1,1
vm-9268,Azure,Storage,55.11275448352893,36.78660328636048,-1,1
vm-9284,Azure,Database,53.97271354169546,64.81714888034008,-1,1
vm-9340,Azure,Networking,55.9850887164292,45.93178274003762,-1,1
vm-9348,Azure,Machine Learning,56.72615956086461,28.893735791672388,-1,1
vm-9349,Azure,Machine Learning,54.1130119928964,16.872316443535375,-1,1
vm-9356,Azure,Storage,58.25954724746757,22.216248327658032,-1,1
vm-9362,Azure,Networking,50.691990741726784,2.891799733348343,-1,1
vm-9365,Azure,Machine Learning,52.523159084253614,13.95500931046231,-1,1
vm-9374,Azure,Networking,58.04452679223106,11.962099903848832,-1,1
vm-9377,Azure,Networking,57.87644870344938,46.67715872695531,-1,1
vm-9392,Azure,Compute,55.267010443399634,64.72446905126156,-1,1
vm-9413,Azure,Machine Learning,53.76550022855358,9.554807609314432,-1,1
vm-9414,Azure,Compute,55.0727661480445,39.31366065514735,-1,1
vm-9451,Azure,Compute,56.06751283202459,19.294799998201714,-1,1
vm-9507,Azure,Storage,54.5903584467887,16.63235285380054,-1,1
vm-9557,Azure,Networking,52.8152682177755,17.285681295642462,-1,1
vm-9559,Azure,Networking,50.72592524988071,7.584898129696111,-1,1
vm-9615,Azure,Networking,52.970236167312834,11.001467517582574,-1,1
vm-9657,Azure,Networking,57.57968439705682,15.235245059497935,-1,1
vm-9667,Azure,Storage,55.90261307555246,27.12885834218978,-1,1
vm-9682,Azure,Networking,56.532812081501746,66.18832146407313,-1,1
vm-9684,Azure,Compute,54.04119605310096,9.939553202878834,-1,1
vm-9685,Azure,Storage,52.44208675006183,10.859470465280928,-1,1
vm-9689,Azure,Machine Learning,53.46203792507141,29.89725236774656,-1,1
vm-9690,Azure,Networking,55.50354488872068,30.51508189553205,-1,1
vm-9694,Azure,Database,58.07053637279874,55.8858872915006,-1,1
vm-9712,Azure,Compute,55.67129602469502,50.98197126903855,-1,1
vm-9713,Azure,Database,58.20224527025657,36.07729413375485,-1,1
vm-9718,Azure,Machine Learning,53.03351835359671,1.878981007025402,-1,1
vm-9722,Azure,Database,55.145471021347376,46.29797581329505,-1,1
vm-9724,Azure,Machine Learning,55.22857684928327,41.50744740504146,-1,1
vm-9748,Azure,Storage,58.49493696570585,36.33826856228547,-1,1
vm-9754,Azure,Networking,53.48127276018607,16.590172030988374,-1,1
vm-9772,Azure,Storage,53.3639919811631,7.669800471088997,-1,1
vm-9780,Azure,Machine Learning,56.39816943603504,44.5604678011896,-1,1
vm-9809,Azure,Database,59.59325312346757,54.67499547164942,-1,1
vm-9824,Azure,Compute,53.29197831452487,34.57956221538432,-1,1
vm-9831,Azure,Machine Learning,52.74623018909421,11.914588129336888,-1,1
vm-9833,Azure,Storage,56.30251021863596,22.84384688745408,-1,1
vm-9843,Azure,Compute,57.23390997742671,49.55646732178731,-1,1
vm-9867,Azure,Networking,54.701411953387115,32.23265686410669,-1,1
vm-9869,Azure,Database,55.63356289048206,57.41364543190716,-1,1
vm-9872,Azure,Networking,54.1189110625579,21.454012000878315,-1,1
vm-9885,Azure,Networking,52.2474803746476,5.945465818242776,-1,1
vm-9908,Azure,Networking,56.0189450290913,57.30880953126993,-1,1
vm-9919,Azure,Machine Learning,53.06393211989288,32.426924404830515,-1,1
vm-9937,Azure,Machine Learning,56.6835193998633,51.53648658031943,-1,1
vm-9940,Azure,Machine Learning,56.055761692023054,66.34538627816681,-1,1
vm-9940,Azure,Networking,54.94530147454747,25.045366890391414,-1,1
vm-9948,Azure,Database,59.39389915334336,2.047814684430539,-1,1
vm-9966,Azure,Database,57.74398173356923,8.38207991342119,-1,1
vm-9972,Azure,Storage,53.32786224256766,28.76235922636861,-1,1
vm-9986,Azure,Machine Learning,53.11132801381136,7.908090777968089,-1,1
